669;;CUNEIFORM SIGN SAG TIMES KUR;;1229B;;sag×kur
670;;CUNEIFORM SIGN SAG TIMES LUM;;1229C;;sag×lum
671;;CUNEIFORM SIGN SAG TIMES MI;;1229D;;sag×mi
672;;CUNEIFORM SIGN SAG TIMES NUN;;1229E;;sag×nun
673;;CUNEIFORM SIGN SAG TIMES SAL;;1229F;;sag×sal
674;;CUNEIFORM SIGN SAG TIMES SHID;;122A0;;sag×šid
675;;CUNEIFORM SIGN SAG TIMES TAB;;122A1;;sag×tab
676;;CUNEIFORM SIGN SAG TIMES U2;;122A2;;sag×u<sub>2</sub>
677;;CUNEIFORM SIGN SAG TIMES UB;;122A3;;sag×ub
678;;CUNEIFORM SIGN SAG TIMES UM;;122A4;;sag×um
679;;CUNEIFORM SIGN SAG TIMES UR;;122A5;;sag×ur
680;;CUNEIFORM SIGN SAG TIMES USH;;122A6;;sag×uš
681;;CUNEIFORM SIGN SAG OVER SAG;;122A7;;sag/sag
682;;CUNEIFORM SIGN SAG GUNU;;122A8;;saggunû
683;;CUNEIFORM SIGN SAL;;122A9;;sal
684;;CUNEIFORM SIGN SAL LAGAB TIMES ASH2;;122AA;;sallagab×aš<sub>2</sub>
685;;CUNEIFORM SIGN SANGA2;;122AB;;sanga<sub>2</sub>
686;;CUNEIFORM SIGN SAR;;122AC;;sar
687;;CUNEIFORM SIGN SHA;;122AD;;ša
688;;CUNEIFORM SIGN SHA3;;122AE;;ša<sub>3</sub>
689;;CUNEIFORM SIGN SHA3 TIMES A;;122AF;;ša<sub>3</sub>×a
690;;CUNEIFORM SIGN SHA3 TIMES BAD;;122B0;;ša<sub>3</sub>×bad
691;;CUNEIFORM SIGN SHA3 TIMES GISH;;122B1;;ša<sub>3</sub>×giš
692;;CUNEIFORM SIGN SHA3 TIMES NE;;122B2;;ša<sub>3</sub>×ne
693;;CUNEIFORM SIGN SHA3 TIMES SHU2;;122B3;;ša<sub>3</sub>×šu2
694;;CUNEIFORM SIGN SHA3 TIMES TUR;;122B4;;ša<sub>3</sub>×tur
695;;CUNEIFORM SIGN SHA3 TIMES U;;122B5;;ša<sub>3</sub>×u
696;;CUNEIFORM SIGN SHA3 TIMES U PLUS A;;122B6;;ša<sub>3</sub>×u+a
697;;CUNEIFORM SIGN SHA6;;122B7;;ša<sub>6</sub>
698;;CUNEIFORM SIGN SHAB6;;122B8;;šab<sub>6</sub>
699;;CUNEIFORM SIGN SHAR2;;122B9;;šar<sub>2</sub>
700;;CUNEIFORM SIGN SHE;;122BA;;še
701;;CUNEIFORM SIGN SHE HU;;122BB;;šeḫu
702;;CUNEIFORM SIGN SHE OVER SHE GAD OVER GAD GAR OVER GAR;;122BC;;še/šegad/gadgar/gar
703;;CUNEIFORM SIGN SHE OVER SHE TAB OVER TAB GAR OVER GAR;;122BD;;še/šetab/tabgar/gar
704;;CUNEIFORM SIGN SHEG9;;122BE;;šeg<sub>9</sub>
705;;CUNEIFORM SIGN SHEN;;122BF;;šen
706;;CUNEIFORM SIGN SHESH;;122C0;;šeš
707;;CUNEIFORM SIGN SHESH2;;122C1;;šeš<sub>2</sub>
708;;CUNEIFORM SIGN SHESHLAM;;122C2;;šešlam
709;;CUNEIFORM SIGN SHID;;122C3;;šid
710;;CUNEIFORM SIGN SHID TIMES A;;122C4;;šid×a
711;;CUNEIFORM SIGN SHID TIMES IM;;122C5;;šid×im
712;;CUNEIFORM SIGN SHIM;;122C6;;šim
713;;CUNEIFORM SIGN SHIM TIMES A;;122C7;;šim×a
714;;CUNEIFORM SIGN SHIM TIMES BAL;;122C8;;šim×bal
715;;CUNEIFORM SIGN SHIM TIMES BULUG;;122C9;;šim×bulug
716;;CUNEIFORM SIGN SHIM TIMES DIN;;122CA;;šim×din
717;;CUNEIFORM SIGN SHIM TIMES GAR;;122CB;;šim×gar
718;;CUNEIFORM SIGN SHIM TIMES IGI;;122CC;;šim×igi
719;;CUNEIFORM SIGN SHIM TIMES IGI GUNU;;122CD;;šim×igigunû
720;;CUNEIFORM SIGN SHIM TIMES KUSHU2;;122CE;;šim×kušu<sub>2</sub>
721;;CUNEIFORM SIGN SHIM TIMES LUL;;122CF;;šim×lul
722;;CUNEIFORM SIGN SHIM TIMES MUG;;122D0;;šim×mug
723;;CUNEIFORM SIGN SHIM TIMES SAL;;122D1;;šim×sal
724;;CUNEIFORM SIGN SHINIG;;122D2;;šinig
725;;CUNEIFORM SIGN SHIR;;122D3;;šir
726;;CUNEIFORM SIGN SHIR TENU;;122D4;;širtenû
727;;CUNEIFORM SIGN SHIR OVER SHIR BUR OVER BUR;;122D5;;šir/širbur/bur
728;;CUNEIFORM SIGN SHITA;;122D6;;šita
729;;CUNEIFORM SIGN SHU;;122D7;;šu
730;;CUNEIFORM SIGN SHU OVER INVERTED SHU;;122D8;;šu/šugedreht
731;;CUNEIFORM SIGN SHU2;;122D9;;šu<sub>2</sub>
732;;CUNEIFORM SIGN SHUBUR;;122DA;;šubur
733;;CUNEIFORM SIGN SI;;122DB;;si
734;;CUNEIFORM SIGN SI GUNU;;122DC;;sigunû
735;;CUNEIFORM SIGN SIG;;122DD;;sig
736;;CUNEIFORM SIGN SIG4;;122DE;;sig<sub>4</sub>
737;;CUNEIFORM SIGN SIG4 OVER SIG4 SHU2;;122DF;;sig<sub>4</sub>/sig<sub>4</sub>šu<sub>2</sub>
738;;CUNEIFORM SIGN SIK2;;122E0;;sik<sub>2</sub>
739;;CUNEIFORM SIGN SILA3;;122E1;;sila<sub>3</sub>
740;;CUNEIFORM SIGN SU;;122E2;;su
741;;CUNEIFORM SIGN SU OVER SU;;122E3;;su/su
742;;CUNEIFORM SIGN SUD;;122E4;;sud
743;;CUNEIFORM SIGN SUD2;;122E5;;sud<sub>2</sub>
744;;CUNEIFORM SIGN SUHUR;;122E6;;suhur
745;;CUNEIFORM SIGN SUM;;122E7;;sum
746;;CUNEIFORM SIGN SUMASH;;122E8;;sumaš
747;;CUNEIFORM SIGN SUR;;122E9;;sur
748;;CUNEIFORM SIGN SUR9;;122EA;;sur<sub>9</sub>
749;;CUNEIFORM SIGN TA;;122EB;;ta
750;;CUNEIFORM SIGN TA ASTERISK;;122EC;;ta*
751;;CUNEIFORM SIGN TA TIMES HI;;122ED;;ta×ḫi
752;;CUNEIFORM SIGN TA TIMES MI;;122EE;;ta×mi
753;;CUNEIFORM SIGN TA GUNU;;122EF;;tagunû
754;;CUNEIFORM SIGN TAB;;122F0;;tab
755;;CUNEIFORM SIGN TAB OVER TAB NI OVER NI DISH OVER DISH;;122F1;;tab/tabni/nidiš/diš
756;;CUNEIFORM SIGN TAB SQUARED;;122F2;;tabimquadrat
757;;CUNEIFORM SIGN TAG;;122F3;;tag
758;;CUNEIFORM SIGN TAG TIMES BI;;122F4;;tag×bi
759;;CUNEIFORM SIGN TAG TIMES GUD;;122F5;;tag×gud
760;;CUNEIFORM SIGN TAG TIMES SHE;;122F6;;tag×še
761;;CUNEIFORM SIGN TAG TIMES SHU;;122F7;;tag×šu
762;;CUNEIFORM SIGN TAG TIMES TUG2;;122F8;;tag×tug<sub>2</sub>
763;;CUNEIFORM SIGN TAG TIMES UD;;122F9;;tag×ud
764;;CUNEIFORM SIGN TAK4;;122FA;;tak<sub>4</sub>
765;;CUNEIFORM SIGN TAR;;122FB;;tar
766;;CUNEIFORM SIGN TE;;122FC;;te
767;;CUNEIFORM SIGN TE GUNU;;122FD;;tegunû
768;;CUNEIFORM SIGN TI;;122FE;;ti
769;;CUNEIFORM SIGN TI TENU;;122FF;;titenû
770;;CUNEIFORM SIGN TIL;;12300;;til
771;;CUNEIFORM SIGN TIR;;12301;;tir
772;;CUNEIFORM SIGN TIR TIMES TAK4;;12302;;tir×tak<sub>4</sub>
773;;CUNEIFORM SIGN TIR OVER TIR;;12303;;tir/tir
774;;CUNEIFORM SIGN TIR OVER TIR GAD OVER GAD GAR OVER GAR;;12304;;tir/tirgad/gadgar/gar
775;;CUNEIFORM SIGN TU;;12305;;tu
776;;CUNEIFORM SIGN TUG2;;12306;;tug<sub>2</sub>
777;;CUNEIFORM SIGN TUK;;12307;;tuk
778;;CUNEIFORM SIGN TUM;;12308;;tum
779;;CUNEIFORM SIGN TUR;;12309;;tur
780;;CUNEIFORM SIGN TUR OVER TUR ZA OVER ZA;;1230A;;tur/turza/za
781;;CUNEIFORM SIGN U;;1230B;;u
782;;CUNEIFORM SIGN U GUD;;1230C;;ugud
783;;CUNEIFORM SIGN U U U;;1230D;;uuu
784;;CUNEIFORM SIGN U OVER U PA OVER PA GAR OVER GAR;;1230E;;u/upa/pagar/gar
785;;CUNEIFORM SIGN U OVER U SUR OVER SUR;;1230F;;u/usur/sur
786;;CUNEIFORM SIGN U OVER U U REVERSED OVER U REVERSED;;12310;;u/uugedreht/ugedreht
787;;CUNEIFORM SIGN U2;;12311;;u<sub>2</sub>
788;;CUNEIFORM SIGN UB;;12312;;ub
789;;CUNEIFORM SIGN UD;;12313;;ud
790;;CUNEIFORM SIGN UD KUSHU2;;12314;;udkušu<sub>2</sub>
791;;CUNEIFORM SIGN UD TIMES BAD;;12315;;ud×bad
792;;CUNEIFORM SIGN UD TIMES MI;;12316;;ud×mi
793;;CUNEIFORM SIGN UD TIMES U PLUS U PLUS U;;12317;;ud×u+u+u
794;;CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU;;12318;;ud×u+u+ugunû
795;;CUNEIFORM SIGN UD GUNU;;12319;;udgunû
796;;CUNEIFORM SIGN UD SHESHIG;;1231A;;udšešig
797;;CUNEIFORM SIGN UD SHESHIG TIMES BAD;;1231B;;udšešig×bad
798;;CUNEIFORM SIGN UDUG;;1231C;;udug
799;;CUNEIFORM SIGN UM;;1231D;;um
800;;CUNEIFORM SIGN UM TIMES LAGAB;;1231E;;um×lagab
801;;CUNEIFORM SIGN UM TIMES ME PLUS DA;;1231F;;um×me+da
802;;CUNEIFORM SIGN UM TIMES SHA3;;12320;;um×ša<sub>3</sub>
803;;CUNEIFORM SIGN UM TIMES U;;12321;;um×u
804;;CUNEIFORM SIGN UMBIN;;12322;;umbin
805;;CUNEIFORM SIGN UMUM;;12323;;umum
806;;CUNEIFORM SIGN UMUM TIMES KASKAL;;12324;;umum×kaskal
807;;CUNEIFORM SIGN UMUM TIMES PA;;12325;;umum×pa
808;;CUNEIFORM SIGN UN;;12326;;un
809;;CUNEIFORM SIGN UN GUNU;;12327;;ungunû
810;;CUNEIFORM SIGN UR;;12328;;ur
811;;CUNEIFORM SIGN UR CROSSING UR;;12329;;urkreuztur
812;;CUNEIFORM SIGN UR SHESHIG;;1232A;;uršešig
813;;CUNEIFORM SIGN UR2;;1232B;;ur<sub>2</sub>
814;;CUNEIFORM SIGN UR2 TIMES A PLUS HA;;1232C;;ur<sub>2</sub>×a+ḫa
815;;CUNEIFORM SIGN UR2 TIMES A PLUS NA;;1232D;;ur<sub>2</sub>×a+na
816;;CUNEIFORM SIGN UR2 TIMES AL;;1232E;;ur<sub>2</sub>×al
817;;CUNEIFORM SIGN UR2 TIMES HA;;1232F;;ur<sub>2</sub>×ḫa
818;;CUNEIFORM SIGN UR2 TIMES NUN;;12330;;ur<sub>2</sub>×nun
819;;CUNEIFORM SIGN UR2 TIMES U2;;12331;;ur<sub>2</sub>×u<sub>2</sub>
820;;CUNEIFORM SIGN UR2 TIMES U2 PLUS ASH;;12332;;ur<sub>2</sub>×u<sub>2</sub>+aš
821;;CUNEIFORM SIGN UR2 TIMES U2 PLUS BI;;12333;;ur<sub>2</sub>×u<sub>2</sub>+bi
822;;CUNEIFORM SIGN UR4;;12334;;ur<sub>4</sub>
823;;CUNEIFORM SIGN URI;;12335;;uri
824;;CUNEIFORM SIGN URI3;;12336;;uri<sub>3</sub>
825;;CUNEIFORM SIGN URU;;12337;;uru
826;;CUNEIFORM SIGN URU TIMES A;;12338;;uru×a
827;;CUNEIFORM SIGN URU TIMES ASHGAB;;12339;;uru×ašgab
828;;CUNEIFORM SIGN URU TIMES BAR;;1233A;;uru×bar
829;;CUNEIFORM SIGN URU TIMES DUN;;1233B;;uru×dun
830;;CUNEIFORM SIGN URU TIMES GA;;1233C;;uru×ga
831;;CUNEIFORM SIGN URU TIMES GAL;;1233D;;uru×gal
832;;CUNEIFORM SIGN URU TIMES GAN2 TENU;;1233E;;uru×gan<sub>2</sub>tenû
833;;CUNEIFORM SIGN URU TIMES GAR;;1233F;;uru×gar
834;;CUNEIFORM SIGN URU TIMES GU;;12340;;uru×gu
835;;CUNEIFORM SIGN URU TIMES HA;;12341;;uru×ḫa
836;;CUNEIFORM SIGN URU TIMES IGI;;12342;;uru×igi
837;;CUNEIFORM SIGN URU TIMES IM;;12343;;uru×im
838;;CUNEIFORM SIGN URU TIMES ISH;;12344;;uru×iš
839;;CUNEIFORM SIGN URU TIMES KI;;12345;;uru×ki
840;;CUNEIFORM SIGN URU TIMES LUM;;12346;;uru×lum
841;;CUNEIFORM SIGN URU TIMES MIN;;12347;;uru×min
842;;CUNEIFORM SIGN URU TIMES PA;;12348;;uru×pa
843;;CUNEIFORM SIGN URU TIMES SHE;;12349;;uru×še
844;;CUNEIFORM SIGN URU TIMES SIG4;;1234A;;uru×sig<sub>4</sub>
845;;CUNEIFORM SIGN URU TIMES TU;;1234B;;uru×tu
846;;CUNEIFORM SIGN URU TIMES U PLUS GUD;;1234C;;uru×u+gud
847;;CUNEIFORM SIGN URU TIMES UD;;1234D;;uru×ud
848;;CUNEIFORM SIGN URU TIMES URUDA;;1234E;;uru×uruda
849;;CUNEIFORM SIGN URUDA;;1234F;;uruda
850;;CUNEIFORM SIGN URUDA TIMES U;;12350;;uruda×u
851;;CUNEIFORM SIGN USH;;12351;;uš
852;;CUNEIFORM SIGN USH TIMES A;;12352;;uš×a
853;;CUNEIFORM SIGN USH TIMES KU;;12353;;uš×ku
854;;CUNEIFORM SIGN USH TIMES KUR;;12354;;uš×kur
855;;CUNEIFORM SIGN USH TIMES TAK4;;12355;;uš×tak<sub>4</sub>
856;;CUNEIFORM SIGN USHX;;12356;;uš<sub>x</sub>
857;;CUNEIFORM SIGN USH2;;12357;;uš<sub>2</sub>
858;;CUNEIFORM SIGN USHUMX;;12358;;ušum<sub>x</sub>
859;;CUNEIFORM SIGN UTUKI;;12359;;utuki
860;;CUNEIFORM SIGN UZ3;;1235A;;uz<sub>3</sub>
861;;CUNEIFORM SIGN UZ3 TIMES KASKAL;;1235B;;uz<sub>3</sub>×kaskal
862;;CUNEIFORM SIGN UZU;;1235C;;uzu
863;;CUNEIFORM SIGN ZA;;1235D;;za
864;;CUNEIFORM SIGN ZA TENU;;1235E;;zatenû
865;;CUNEIFORM SIGN ZA SQUARED TIMES KUR;;1235F;;zaimquadrat×kur
866;;CUNEIFORM SIGN ZAG;;12360;;zag
867;;CUNEIFORM SIGN ZAMX;;12361;;zam<sub>x</sub>
868;;CUNEIFORM SIGN ZE2;;12362;;ze<sub>2</sub>
869;;CUNEIFORM SIGN ZI;;12363;;zi
870;;CUNEIFORM SIGN ZI OVER ZI;;12364;;zi/zi
871;;CUNEIFORM SIGN ZI3;;12365;;zi<sub>3</sub>
872;;CUNEIFORM SIGN ZIB;;12366;;zib
873;;CUNEIFORM SIGN ZIB KABA TENU;;12367;;zibkabatenû
874;;CUNEIFORM SIGN ZIG;;12368;;zig
875;;CUNEIFORM SIGN ZIZ2;;12369;;ziz<sub>2</sub>
876;;CUNEIFORM SIGN ZU;;1236A;;zu
877;;CUNEIFORM SIGN ZU5;;1236B;;zu<sub>5</sub>
878;;CUNEIFORM SIGN ZU5 TIMES A;;1236C;;zu<sub>5</sub>×a
879;;CUNEIFORM SIGN ZUBUR;;1236D;;zubur
880;;CUNEIFORM SIGN ZUM;;1236E;;zum
